data_point,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
686,15.000000000000021,0.0,0.0,0.46792981426057334,0.0,0.8837656300886935,0.8259310565910991,0.0,0.5637711324272558
687,15.000000000000021,0.0,0.0,0.4702419010574822,0.0,0.8825375654836711,0.8274041738588916,0.0,0.5616069204353566
688,15.000000000000021,0.0,0.0,0.47255076486905395,0.0,0.8813034520649923,0.8288716201911205,0.0,0.5594388592525076
689,15.000000000000021,0.0,0.0,0.47485638987059453,0.0,0.880063298291132,0.8303333855300727,0.0,0.5572669637383572
690,15.000000000000021,0.0,0.0,0.4771587602596084,0.0,0.8788171126619654,0.8317894598569727,0.0,0.5550912487788342
691,15.000000000000021,0.0,0.0,0.4794578602559066,0.0,0.8775649037187093,0.8332398331920498,0.0,0.5529117292860454
692,14.999999999999703,0.0,0.0,0.4817536741017152,0.0,0.8763066800438636,0.8346844955946074,0.0,0.5507284201981733
693,15.00000000000034,0.0,0.0,0.4840461860617833,0.0,0.8750424502611525,0.8361234371630916,0.0,0.5485413364793739
694,14.999999999999703,0.0,0.0,0.48633538042349045,0.0,0.8737722230354653,0.8375566480351576,0.0,0.5463504931196741
695,15.00000000000034,0.0,0.0,0.4886212414969549,0.0,0.8724960070727972,0.8389841183877389,0.0,0.5441559051348691
696,14.999999999999703,0.0,0.0,0.49090375361514077,0.0,0.8712138111201895,0.8404058384371131,0.0,0.5419575875664191
697,15.00000000000034,0.0,0.0,0.4931829011339656,0.0,0.8699256439656696,0.8418217984389706,0.0,0.5397555554813465
698,14.999999999999703,0.0,0.0,0.4954586684324075,0.0,0.8686315144381913,0.84323198868848,0.0,0.5375498239721329
699,15.00000000000034,0.0,0.0,0.4977310399126122,0.0,0.8673314314075731,0.8446363995203551,0.0,0.5353404081566149
700,14.999999999999703,0.0,0.0,0.49999999999999994,0.0,0.8660254037844387,0.8460350213089213,0.0,0.5331273231778814
701,14.999999999999703,0.0,0.0,0.5022655331433724,0.0,0.8647134405201551,0.8474278444681815,0.0,0.5309105842041685
702,15.00000000000034,0.0,0.0,0.5045276238150193,0.0,0.8633955506067716,0.8488148594518818,0.0,0.5286902064287572
703,14.999999999999703,0.0,0.0,0.506786256510824,0.0,0.8620717430769583,0.8501960567535768,0.0,0.5264662050698684
704,15.00000000000034,0.0,0.0,0.5090414157503713,0.0,0.8607420270039436,0.8515714269066947,0.0,0.5242385953705582
705,14.999999999999703,0.0,0.0,0.511293086077052,0.0,0.8594064115014527,0.8529409604846027,0.0,0.5220073925986138
706,15.00000000000034,0.0,0.0,0.51354125205817,0.0,0.8580649057236446,0.8543046481006707,0.0,0.5197726120464496
707,14.999999999999703,0.0,0.0,0.5157858982850474,0.0,0.8567175188650497,0.8556624804083368,0.0,0.5175342690310012
708,15.00000000000034,0.0,0.0,0.5180270093731302,0.0,0.8553642601605066,0.8570144481011701,0.0,0.5152923788936207
709,14.999999999999703,0.0,0.0,0.5202645699620939,0.0,0.8540051388850992,0.8583605419129356,0.0,0.5130469569999723
710,15.00000000000034,0.0,0.0,0.5224985647159488,0.0,0.8526401643540922,0.859700752617657,0.0,0.5107980187399261
711,14.999999999999703,0.0,0.0,0.524728978323145,0.0,0.8512693459228685,0.8610350710296801,0.0,0.5085455795274535
712,15.00000000000034,0.0,0.0,0.5269557954966776,0.0,0.849892692986864,0.8623634880037363,0.0,0.5062896548005202
713,14.999999999999703,0.0,0.0,0.5291790009741906,0.0,0.8485102149815037,0.8636859944350037,0.0,0.504030260020982
714,14.999999999999703,0.0,0.0,0.5313985795180828,0.0,0.8471219213821373,0.865002581259172,0.0,0.5017674106744775
715,15.00000000000034,0.0,0.0,0.5336145159156115,0.0,0.8457278217039733,0.8663132394525019,0.0,0.49950112227032284
716,14.999999999999703,0.0,0.0,0.5358267949789965,0.0,0.8443279255020152,0.8676179600318894,0.0,0.49723141034140506
717,15.00000000000034,0.0,0.0,0.5380354015455251,0.0,0.8429222423709944,0.8689167340549255,0.0,0.49495829044407547
718,14.999999999999703,0.0,0.0,0.5402403204776549,0.0,0.8415107819453062,0.8702095526199585,0.0,0.49268177815804337
719,15.00000000000034,0.0,0.0,0.5424415366631187,0.0,0.8400935538989419,0.8714964068661548,0.0,0.4904018890862692
720,14.999999999999703,0.0,0.0,0.544639035015027,0.0,0.838670567945424,0.8727772879735594,0.0,0.4881186388548571
721,15.00000000000034,0.0,0.0,0.5468328004719724,0.0,0.837241833837739,0.8740521871631567,0.0,0.4858320431129488
722,14.999999999999703,0.0,0.0,0.5490228179981317,0.0,0.8358073613682703,0.8753210956969302,0.0,0.48354211753261533
723,15.00000000000034,0.0,0.0,0.5512090725833704,0.0,0.8343671603687317,0.876584004877923,0.0,0.48124887780875025
724,14.999999999999703,0.0,0.0,0.553391549243344,0.0,0.8329212407100995,0.877840906050297,0.0,0.47895233965896183
725,15.00000000000034,0.0,0.0,0.5555702330196022,0.0,0.8314696123025452,0.8790917905993925,0.0,0.4766525188234654
726,14.999999999999703,0.0,0.0,0.5577451089796901,0.0,0.8300122850953675,0.8803366499517864,0.0,0.47434943106497546
727,15.00000000000034,0.0,0.0,0.5599161622172515,0.0,0.8285492690769237,0.8815754755753524,0.0,0.47204309216859763
728,14.999999999999703,0.0,0.0,0.5620833778521306,0.0,0.8270805742745618,0.8828082589793185,0.0,0.46973351794172047
729,14.999999999999703,0.0,0.0,0.5642467410304739,0.0,0.8256062107545518,0.8840349917143249,0.0,0.4674207242139074
730,15.00000000000034,0.0,0.0,0.5664062369248328,0.0,0.8241261886220157,0.8852556653724831,0.0,0.465104726836787
731,14.999999999999703,0.0,0.0,0.5685618507342639,0.0,0.8226405180208599,0.8864702715874324,0.0,0.4627855416839467
732,15.00000000000034,0.0,0.0,0.5707135676844316,0.0,0.821149209133704,0.8876788020343978,0.0,0.4604631846508213
733,14.999999999999703,0.0,0.0,0.5728613730277089,0.0,0.8196522721818126,0.888881248430247,0.0,0.45813767165458635
734,15.00000000000034,0.0,0.0,0.5750052520432786,0.0,0.8181497174250234,0.8900776025335471,0.0,0.45580901863404705
735,14.999999999999703,0.0,0.0,0.5771451900372335,0.0,0.816641555161679,0.8912678561446207,0.0,0.45347724154953095
736,15.00000000000034,0.0,0.0,0.5792811723426788,0.0,0.8151277957285542,0.8924520011056033,0.0,0.4511423563827766
737,14.999999999999703,0.0,0.0,0.5814131843198305,0.0,0.813608449500787,0.8936300293004975,0.0,0.448804379136826
738,15.00000000000034,0.0,0.0,0.5835412113561175,0.0,0.8120835268918063,0.8948019326552303,0.0,0.44646332583591314
739,14.999999999999703,0.0,0.0,0.5856652388662805,0.0,0.8105530383532608,0.8959677031377069,0.0,0.4441192125253553
740,15.00000000000034,0.0,0.0,0.5877852522924731,0.0,0.8090169943749475,0.8971273327578675,0.0,0.4417720552714424
741,14.999999999999703,0.0,0.0,0.5899012371043604,0.0,0.80747540548474,0.89828081356774,0.0,0.43942187016132783
742,14.999999999999703,0.0,0.0,0.5920131787992194,0.0,0.8059282822485159,0.8994281376614965,0.0,0.43706867330291704
743,15.00000000000034,0.0,0.0,0.5941210629020385,0.0,0.8043756352700845,0.9005692971755059,0.0,0.43471248082475755
744,14.999999999999703,0.0,0.0,0.5962248749656157,0.0,0.8028174751911146,0.9017042842883887,0.0,0.4323533088759292
745,15.00000000000034,0.0,0.0,0.598324600570659,0.0,0.8012538126910607,0.9028330912210702,0.0,0.42999117362593203
746,14.999999999999703,0.0,0.0,0.6004202253258839,0.0,0.7996846584870906,0.9039557102368344,0.0,0.4276260912645768
747,15.00000000000034,0.0,0.0,0.6025117348681134,0.0,0.7981100233340115,0.9050721336413761,0.0,0.42525807800187304
748,14.999999999999703,0.0,0.0,0.6045991148623747,0.0,0.7965299180241964,0.9061823537828539,0.0,0.4228871500679187
749,15.00000000000034,0.0,0.0,0.6066823510019996,0.0,0.79494435338751,0.9072863630519439,0.0,0.42051332371278793
750,14.999999999999703,0.0,0.0,0.6087614290087205,0.0,0.7933533402912353,0.90838415388189,0.0,0.4181366152064215
751,15.00000000000034,0.0,0.0,0.6108363346327698,0.0,0.7917568896399972,0.9094757187485564,0.0,0.4157570408385126
752,14.999999999999703,0.0,0.0,0.6129070536529764,0.0,0.7901550123756904,0.9105610501704801,0.0,0.41337461691839816
753,15.00000000000034,0.0,0.0,0.6149735718768642,0.0,0.7885477194774019,0.9116401407089209,0.0,0.4109893597749445
754,14.999999999999703,0.0,0.0,0.6170358751407485,0.0,0.7869350219613374,0.9127129829679133,0.0,0.40860128575643734
755,15.00000000000034,0.0,0.0,0.619093949309834,0.0,0.785316930880745,0.9137795695943163,0.0,0.40621041123046836
756,14.999999999999703,0.0,0.0,0.6211477802783103,0.0,0.7836934573258398,0.9148398932778646,0.0,0.40381675258382405
757,14.999999999999703,0.0,0.0,0.6231973539694502,0.0,0.7820646124237279,0.9158939467512186,0.0,0.4014203262223726
758,15.00000000000034,0.0,0.0,0.6252426563357051,0.0,0.7804304073383298,0.9169417227900136,0.0,0.39902114857095206
759,14.999999999999703,0.0,0.0,0.6272836733588015,0.0,0.7787908532703042,0.9179832142129102,0.0,0.39661923607325733
760,15.00000000000034,0.0,0.0,0.6293203910498374,0.0,0.7771459614569709,0.9190184138816426,0.0,0.3942146051917278
761,14.999999999999703,0.0,0.0,0.6313527954493776,0.0,0.7754957431722346,0.9200473147010682,0.0,0.3918072724074344
762,15.00000000000034,0.0,0.0,0.6333808726275502,0.0,0.7738402097265062,0.9210699096192162,0.0,0.38939725421996624
763,14.999999999999703,0.0,0.0,0.6354046086841408,0.0,0.7721793724666269,0.9220861916273351,0.0,0.3869845671473184
764,15.00000000000034,0.0,0.0,0.6374239897486896,0.0,0.7705132427757893,0.9230961537599423,0.0,0.3845692277257776
765,14.999999999999703,0.0,0.0,0.6394390019805847,0.0,0.7688418320734596,0.9240997890948701,0.0,0.3821512525098101
766,15.00000000000034,0.0,0.0,0.6414496315691578,0.0,0.7671651518152997,0.9250970907533145,0.0,0.3797306580719471
767,14.999999999999703,0.0,0.0,0.6434558647337789,0.0,0.7654832134930882,0.9260880518998813,0.0,0.37730746100267193
768,15.00000000000034,0.0,0.0,0.6454576877239505,0.0,0.7637960286346422,0.927072665742634,0.0,0.37488167791030597
769,14.999999999999703,0.0,0.0,0.647455086819402,0.0,0.7621036088037378,0.9280509255331395,0.0,0.37245332542089493
770,15.00000000000034,0.0,0.0,0.6494480483301837,0.0,0.7604059656000309,0.9290228245665149,0.0,0.3700224201780947
771,14.999999999999703,0.0,0.0,0.6514365585967603,0.0,0.7587031106589782,0.9299883561814728,0.0,0.367588978843058
772,14.999999999999703,0.0,0.0,0.6534206039901054,0.0,0.7569950556517565,0.9309475137603678,0.0,0.36515301809431894
773,15.00000000000034,0.0,0.0,0.6554001709117938,0.0,0.7552818122851837,0.931900290729241,0.0,0.36271455462767976
774,14.999999999999703,0.0,0.0,0.6573752457940957,0.0,0.7535633923016379,0.932846680557866,0.0,0.36027360515609624
775,15.00000000000034,0.0,0.0,0.6593458151000688,0.0,0.7518398074789774,0.9337866767597928,0.0,0.3578301864095625
776,14.999999999999703,0.0,0.0,0.6613118653236518,0.0,0.7501110696304596,0.9347202728923926,0.0,0.35538431513499735
777,15.00000000000034,0.0,0.0,0.6632733829897567,0.0,0.74837719060466,0.9356474625569022,0.0,0.3529360080961282
778,14.999999999999703,0.0,0.0,0.6652303546543608,0.0,0.7466381822853915,0.9365682393984673,0.0,0.3504852820733778
779,15.00000000000034,0.0,0.0,0.6671827669045997,0.0,0.7448940565916221,0.9374825971061866,0.0,0.34803215386374764
780,14.999999999999703,0.0,0.0,0.6691306063588581,0.0,0.7431448254773944,0.9383905294131547,0.0,0.34557664028070395
781,15.00000000000034,0.0,0.0,0.671073859666863,0.0,0.7413905009317422,0.9392920300965055,0.0,0.3431187581540617
782,14.999999999999703,0.0,0.0,0.6730125135097733,0.0,0.7396310949786098,0.9401870929774538,0.0,0.3406585243298699
783,15.00000000000034,0.0,0.0,0.674946554600273,0.0,0.7378666196767684,0.9410757119213391,0.0,0.3381959556702956
784,14.999999999999703,0.0,0.0,0.6768759696826606,0.0,0.7360970871197344,0.9419578808376666,0.0,0.335731069053509
785,14.999999999999703,0.0,0.0,0.6788007455329417,0.0,0.7343225094356857,0.9428335936801495,0.0,0.3332638813735666
786,15.00000000000034,0.0,0.0,0.6807208689589177,0.0,0.7325428987873788,0.9437028444467497,0.0,0.33079440954029665
787,14.999999999999703,0.0,0.0,0.6826363268002779,0.0,0.7307582673720662,0.9445656271797201,0.0,0.32832267047918257
788,15.00000000000034,0.0,0.0,0.6845471059286886,0.0,0.7289686274214116,0.9454219359656443,0.0,0.32584868113124704
789,14.999999999999703,0.0,0.0,0.6864531932478836,0.0,0.7271739912014069,0.9462717649354777,0.0,0.3233724584529364
790,15.00000000000034,0.0,0.0,0.6883545756937539,0.0,0.7253743710122876,0.9471151082645877,0.0,0.32089401941600304
791,14.999999999999703,0.0,0.0,0.6902512402344371,0.0,0.7235697791884494,0.9479519601727937,0.0,0.3184133810073911
792,15.00000000000034,0.0,0.0,0.6921431738704068,0.0,0.7217602280983623,0.9487823149244065,0.0,0.31593056022911825
793,14.999999999999703,0.0,0.0,0.6940303636345616,0.0,0.7199457301444868,0.9496061668282672,0.0,0.3134455740981602
794,15.00000000000034,0.0,0.0,0.6959127965923143,0.0,0.7181262977631888,0.9504235102377874,0.0,0.3109584396463335
795,14.999999999999703,0.0,0.0,0.6977904598416801,0.0,0.7163019434246544,0.9512343395509868,0.0,0.30846917392017953
796,15.00000000000034,0.0,0.0,0.6996633405133654,0.0,0.7144726796328034,0.9520386492105322,0.0,0.3059777939808464
797,14.999999999999703,0.0,0.0,0.7015314257708557,0.0,0.7126385189252055,0.9528364337037751,0.0,0.3034843169039736
798,15.00000000000034,0.0,0.0,0.7033947028105039,0.0,0.7107994738729925,0.9536276875627898,0.0,0.30098875977957373
799,14.999999999999703,0.0,0.0,0.7052531588616177,0.0,0.7089555570807735,0.9544124053644114,0.0,0.2984911397119159
800,14.999999999999703,0.0,0.0,0.7071067811865475,0.0,0.7071067811865476,0.9551905817302715,0.0,0.29599147381940827
801,-14.999999999999703,0.0,0.0,0.7052531588616177,0.0,0.7089555570807735,0.9544124053644114,0.0,0.2984911397119159
802,-15.00000000000034,0.0,0.0,0.7033947028105038,0.0,0.7107994738729926,0.9536276875627898,0.0,0.3009887597795739
803,-14.999999999999703,0.0,0.0,0.7015314257708557,0.0,0.7126385189252055,0.9528364337037751,0.0,0.3034843169039736
804,-15.00000000000034,0.0,0.0,0.6996633405133653,0.0,0.7144726796328035,0.9520386492105322,0.0,0.30597779398084657
805,-14.999999999999703,0.0,0.0,0.6977904598416801,0.0,0.7163019434246544,0.9512343395509868,0.0,0.30846917392017953
806,-15.00000000000034,0.0,0.0,0.6959127965923142,0.0,0.7181262977631889,0.9504235102377874,0.0,0.3109584396463337
807,-14.999999999999703,0.0,0.0,0.6940303636345616,0.0,0.7199457301444868,0.9496061668282672,0.0,0.3134455740981602
808,-15.00000000000034,0.0,0.0,0.6921431738704067,0.0,0.7217602280983623,0.9487823149244063,0.0,0.3159305602291183
809,-14.999999999999703,0.0,0.0,0.6902512402344371,0.0,0.7235697791884494,0.9479519601727937,0.0,0.3184133810073911
810,-15.00000000000034,0.0,0.0,0.6883545756937538,0.0,0.7253743710122877,0.9471151082645877,0.0,0.32089401941600315
811,-14.999999999999703,0.0,0.0,0.6864531932478836,0.0,0.7271739912014069,0.9462717649354777,0.0,0.3233724584529364
812,-15.00000000000034,0.0,0.0,0.6845471059286885,0.0,0.7289686274214117,0.9454219359656442,0.0,0.3258486811312472
813,-14.999999999999703,0.0,0.0,0.6826363268002779,0.0,0.7307582673720662,0.9445656271797201,0.0,0.32832267047918257
814,-15.00000000000034,0.0,0.0,0.6807208689589177,0.0,0.7325428987873789,0.9437028444467498,0.0,0.33079440954029665
815,-14.999999999999703,0.0,0.0,0.6788007455329417,0.0,0.7343225094356857,0.9428335936801495,0.0,0.3332638813735666
816,-14.999999999999703,0.0,0.0,0.6768759696826606,0.0,0.7360970871197344,0.9419578808376666,0.0,0.335731069053509
817,-15.00000000000034,0.0,0.0,0.6749465546002729,0.0,0.7378666196767685,0.9410757119213391,0.0,0.33819595567029576
818,-14.999999999999703,0.0,0.0,0.6730125135097733,0.0,0.7396310949786098,0.9401870929774538,0.0,0.3406585243298699
819,-15.00000000000034,0.0,0.0,0.6710738596668628,0.0,0.7413905009317422,0.9392920300965053,0.0,0.34311875815406173
820,-14.999999999999703,0.0,0.0,0.6691306063588581,0.0,0.7431448254773944,0.9383905294131547,0.0,0.34557664028070395
821,-15.00000000000034,0.0,0.0,0.6671827669045995,0.0,0.7448940565916221,0.9374825971061865,0.0,0.3480321538637477
822,-14.999999999999703,0.0,0.0,0.6652303546543608,0.0,0.7466381822853915,0.9365682393984673,0.0,0.3504852820733778
823,-15.00000000000034,0.0,0.0,0.6632733829897566,0.0,0.7483771906046601,0.9356474625569022,0.0,0.35293600809612835
824,-14.999999999999703,0.0,0.0,0.6613118653236518,0.0,0.7501110696304596,0.9347202728923926,0.0,0.35538431513499735
825,-15.00000000000034,0.0,0.0,0.6593458151000687,0.0,0.7518398074789775,0.9337866767597927,0.0,0.35783018640956266
826,-14.999999999999703,0.0,0.0,0.6573752457940957,0.0,0.7535633923016379,0.932846680557866,0.0,0.36027360515609624
827,-14.999999999999703,0.0,0.0,0.6554001709117938,0.0,0.7552818122851837,0.931900290729241,0.0,0.36271455462767976
828,-15.00000000000034,0.0,0.0,0.6534206039901054,0.0,0.7569950556517565,0.9309475137603678,0.0,0.36515301809431894
829,-15.00000000000034,0.0,0.0,0.6514365585967602,0.0,0.7587031106589782,0.9299883561814727,0.0,0.3675889788430581
830,-14.999999999999703,0.0,0.0,0.6494480483301835,0.0,0.760405965600031,0.9290228245665149,0.0,0.3700224201780949
831,-14.999999999999703,0.0,0.0,0.647455086819402,0.0,0.7621036088037378,0.9280509255331395,0.0,0.37245332542089493
832,-15.00000000000034,0.0,0.0,0.6454576877239504,0.0,0.7637960286346422,0.927072665742634,0.0,0.374881677910306
833,-14.999999999999703,0.0,0.0,0.6434558647337789,0.0,0.7654832134930882,0.9260880518998813,0.0,0.37730746100267193
834,-15.00000000000034,0.0,0.0,0.6414496315691577,0.0,0.7671651518152997,0.9250970907533143,0.0,0.37973065807194717
835,-14.999999999999703,0.0,0.0,0.6394390019805847,0.0,0.7688418320734596,0.9240997890948701,0.0,0.3821512525098101
836,-15.00000000000034,0.0,0.0,0.6374239897486896,0.0,0.7705132427757894,0.9230961537599423,0.0,0.38456922772577773
837,-14.999999999999703,0.0,0.0,0.6354046086841408,0.0,0.7721793724666269,0.9220861916273351,0.0,0.3869845671473184
838,-15.00000000000034,0.0,0.0,0.63338087262755,0.0,0.7738402097265062,0.9210699096192161,0.0,0.3893972542199663
839,-14.999999999999703,0.0,0.0,0.6313527954493776,0.0,0.7754957431722346,0.9200473147010682,0.0,0.3918072724074344
840,-15.00000000000034,0.0,0.0,0.6293203910498373,0.0,0.777145961456971,0.9190184138816425,0.0,0.39421460519172796
841,-14.999999999999703,0.0,0.0,0.6272836733588015,0.0,0.7787908532703042,0.9179832142129102,0.0,0.39661923607325733
842,-14.999999999999703,0.0,0.0,0.6252426563357051,0.0,0.7804304073383298,0.9169417227900136,0.0,0.39902114857095206
843,-15.00000000000034,0.0,0.0,0.6231973539694502,0.0,0.7820646124237279,0.9158939467512186,0.0,0.4014203262223726
844,-15.00000000000034,0.0,0.0,0.6211477802783102,0.0,0.78369345732584,0.9148398932778645,0.0,0.4038167525838241
845,-14.999999999999703,0.0,0.0,0.6190939493098339,0.0,0.7853169308807451,0.9137795695943162,0.0,0.4062104112304684
846,-14.999999999999703,0.0,0.0,0.6170358751407485,0.0,0.7869350219613374,0.9127129829679133,0.0,0.40860128575643734
847,-15.00000000000034,0.0,0.0,0.6149735718768642,0.0,0.788547719477402,0.911640140708921,0.0,0.4109893597749446
848,-14.999999999999703,0.0,0.0,0.6129070536529764,0.0,0.7901550123756904,0.9105610501704801,0.0,0.41337461691839816
849,-15.00000000000034,0.0,0.0,0.6108363346327698,0.0,0.7917568896399974,0.9094757187485565,0.0,0.4157570408385127
850,-14.999999999999703,0.0,0.0,0.6087614290087205,0.0,0.7933533402912353,0.90838415388189,0.0,0.4181366152064215
851,-15.00000000000034,0.0,0.0,0.6066823510019995,0.0,0.7949443533875101,0.9072863630519439,0.0,0.4205133237127881
852,-14.999999999999703,0.0,0.0,0.6045991148623747,0.0,0.7965299180241964,0.9061823537828539,0.0,0.4228871500679187
853,-15.00000000000034,0.0,0.0,0.6025117348681133,0.0,0.7981100233340115,0.9050721336413761,0.0,0.4252580780018731
854,-14.999999999999703,0.0,0.0,0.6004202253258839,0.0,0.7996846584870906,0.9039557102368344,0.0,0.4276260912645768
855,-15.00000000000034,0.0,0.0,0.598324600570659,0.0,0.8012538126910608,0.9028330912210704,0.0,0.42999117362593214
856,-14.999999999999703,0.0,0.0,0.5962248749656157,0.0,0.8028174751911146,0.9017042842883887,0.0,0.4323533088759292
857,-14.999999999999703,0.0,0.0,0.5941210629020385,0.0,0.8043756352700845,0.9005692971755059,0.0,0.43471248082475755
858,-15.00000000000034,0.0,0.0,0.5920131787992194,0.0,0.8059282822485159,0.8994281376614965,0.0,0.43706867330291704
859,-15.00000000000034,0.0,0.0,0.5899012371043603,0.0,0.8074754054847401,0.8982808135677401,0.0,0.439421870161328
860,-14.999999999999703,0.0,0.0,0.587785252292473,0.0,0.8090169943749475,0.8971273327578674,0.0,0.4417720552714425
861,-14.999999999999703,0.0,0.0,0.5856652388662805,0.0,0.8105530383532608,0.8959677031377069,0.0,0.4441192125253553
862,-15.00000000000034,0.0,0.0,0.5835412113561174,0.0,0.8120835268918063,0.8948019326552301,0.0,0.4464633258359132
863,-14.999999999999703,0.0,0.0,0.5814131843198305,0.0,0.813608449500787,0.8936300293004975,0.0,0.448804379136826
864,-15.00000000000034,0.0,0.0,0.5792811723426787,0.0,0.8151277957285543,0.8924520011056032,0.0,0.4511423563827768
865,-14.999999999999703,0.0,0.0,0.5771451900372335,0.0,0.816641555161679,0.8912678561446207,0.0,0.45347724154953095
866,-15.00000000000034,0.0,0.0,0.5750052520432785,0.0,0.8181497174250235,0.890077602533547,0.0,0.4558090186340472
867,-14.999999999999703,0.0,0.0,0.5728613730277089,0.0,0.8196522721818126,0.888881248430247,0.0,0.45813767165458635
868,-14.999999999999703,0.0,0.0,0.5707135676844316,0.0,0.821149209133704,0.8876788020343978,0.0,0.4604631846508213
869,-15.00000000000034,0.0,0.0,0.5685618507342639,0.0,0.8226405180208599,0.8864702715874324,0.0,0.4627855416839467
870,-15.00000000000034,0.0,0.0,0.5664062369248327,0.0,0.8241261886220158,0.885255665372483,0.0,0.46510472683678716
871,-14.999999999999703,0.0,0.0,0.5642467410304739,0.0,0.8256062107545518,0.8840349917143249,0.0,0.4674207242139074
872,-14.999999999999703,0.0,0.0,0.5620833778521306,0.0,0.8270805742745618,0.8828082589793185,0.0,0.46973351794172047
873,-15.00000000000034,0.0,0.0,0.5599161622172515,0.0,0.8285492690769237,0.8815754755753524,0.0,0.47204309216859763
874,-15.00000000000034,0.0,0.0,0.55774510897969,0.0,0.8300122850953676,0.8803366499517864,0.0,0.4743494310649756
875,-14.999999999999703,0.0,0.0,0.5555702330196021,0.0,0.8314696123025453,0.8790917905993924,0.0,0.47665251882346554
876,-14.999999999999703,0.0,0.0,0.553391549243344,0.0,0.8329212407100995,0.877840906050297,0.0,0.47895233965896183
877,-15.00000000000034,0.0,0.0,0.5512090725833703,0.0,0.8343671603687317,0.876584004877923,0.0,0.4812488778087503
878,-14.999999999999703,0.0,0.0,0.5490228179981317,0.0,0.8358073613682703,0.8753210956969302,0.0,0.48354211753261533
879,-15.00000000000034,0.0,0.0,0.5468328004719722,0.0,0.837241833837739,0.8740521871631566,0.0,0.48583204311294886
880,-14.999999999999703,0.0,0.0,0.544639035015027,0.0,0.838670567945424,0.8727772879735594,0.0,0.4881186388548571
881,-15.00000000000034,0.0,0.0,0.5424415366631187,0.0,0.840093553898942,0.8714964068661548,0.0,0.4904018890862692
882,-14.999999999999703,0.0,0.0,0.5402403204776549,0.0,0.8415107819453062,0.8702095526199585,0.0,0.49268177815804337
883,-14.999999999999703,0.0,0.0,0.5380354015455251,0.0,0.8429222423709944,0.8689167340549255,0.0,0.49495829044407547
884,-15.00000000000034,0.0,0.0,0.5358267949789965,0.0,0.8443279255020152,0.8676179600318894,0.0,0.49723141034140506
885,-15.00000000000034,0.0,0.0,0.5336145159156114,0.0,0.8457278217039733,0.8663132394525019,0.0,0.4995011222703229
886,-14.999999999999703,0.0,0.0,0.5313985795180828,0.0,0.8471219213821373,0.865002581259172,0.0,0.5017674106744775
887,-14.999999999999703,0.0,0.0,0.5291790009741906,0.0,0.8485102149815037,0.8636859944350037,0.0,0.504030260020982
888,-15.00000000000034,0.0,0.0,0.5269557954966775,0.0,0.849892692986864,0.8623634880037362,0.0,0.5062896548005202
889,-14.999999999999703,0.0,0.0,0.524728978323145,0.0,0.8512693459228685,0.8610350710296801,0.0,0.5085455795274535
890,-15.00000000000034,0.0,0.0,0.5224985647159488,0.0,0.8526401643540923,0.859700752617657,0.0,0.5107980187399263
891,-14.999999999999703,0.0,0.0,0.5202645699620939,0.0,0.8540051388850992,0.8583605419129356,0.0,0.5130469569999723
892,-15.00000000000034,0.0,0.0,0.5180270093731301,0.0,0.8553642601605067,0.8570144481011701,0.0,0.5152923788936208
893,-14.999999999999703,0.0,0.0,0.5157858982850474,0.0,0.8567175188650497,0.8556624804083368,0.0,0.5175342690310012
894,-15.00000000000034,0.0,0.0,0.51354125205817,0.0,0.8580649057236446,0.8543046481006707,0.0,0.5197726120464496
895,-14.999999999999703,0.0,0.0,0.511293086077052,0.0,0.8594064115014527,0.8529409604846027,0.0,0.5220073925986138
896,-15.00000000000034,0.0,0.0,0.5090414157503712,0.0,0.8607420270039438,0.8515714269066947,0.0,0.5242385953705583
897,-14.999999999999703,0.0,0.0,0.506786256510824,0.0,0.8620717430769583,0.8501960567535768,0.0,0.5264662050698684
898,-14.999999999999703,0.0,0.0,0.5045276238150193,0.0,0.8633955506067716,0.8488148594518818,0.0,0.5286902064287572
899,-15.00000000000034,0.0,0.0,0.5022655331433724,0.0,0.8647134405201551,0.8474278444681815,0.0,0.5309105842041685
900,-15.00000000000034,0.0,0.0,0.49999999999999983,0.0,0.8660254037844387,0.8460350213089212,0.0,0.5331273231778814
901,-14.999999999999703,0.0,0.0,0.49773103991261214,0.0,0.8673314314075731,0.844636399520355,0.0,0.5353404081566149
902,-14.999999999999703,0.0,0.0,0.4954586684324075,0.0,0.8686315144381913,0.84323198868848,0.0,0.5375498239721329
903,-15.00000000000034,0.0,0.0,0.49318290113396557,0.0,0.8699256439656697,0.8418217984389706,0.0,0.5397555554813467
904,-15.00000000000034,0.0,0.0,0.49090375361514066,0.0,0.8712138111201895,0.8404058384371131,0.0,0.5419575875664191
905,-14.999999999999703,0.0,0.0,0.48862124149695485,0.0,0.8724960070727972,0.8389841183877388,0.0,0.5441559051348691
906,-14.999999999999703,0.0,0.0,0.48633538042349045,0.0,0.8737722230354653,0.8375566480351576,0.0,0.5463504931196741
907,-15.00000000000034,0.0,0.0,0.4840461860617832,0.0,0.8750424502611525,0.8361234371630915,0.0,0.5485413364793739
908,-14.999999999999703,0.0,0.0,0.4817536741017152,0.0,0.8763066800438636,0.8346844955946074,0.0,0.5507284201981733
909,-14.999999999999703,0.0,0.0,0.4794578602559066,0.0,0.8775649037187093,0.8332398331920498,0.0,0.5529117292860454
