data_point,theta,phi,psi,d_theta,d_phi,d_psi
749,0.651880475619882,0,0,0.26179938779915535,0,0
750,0.6544984694978735,0,0,0.26179938779914425,0,0
751,0.657116463375865,0,0,0.26179938779915535,0,0
752,0.6597344572538565,0,0,0.26179938779914425,0,0
753,0.662352451131848,0,0,0.26179938779915535,0,0
754,0.6649704450098395,0,0,0.26179938779914425,0,0
755,0.667588438887831,0,0,0.26179938779915535,0,0
756,0.6702064327658225,0,0,0.26179938779914425,0,0
757,0.6728244266438139,0,0,0.26179938779914425,0,0
758,0.6754424205218055,0,0,0.26179938779915535,0,0
759,0.6780604143997969,0,0,0.26179938779914425,0,0
760,0.6806784082777885,0,0,0.26179938779915535,0,0
761,0.6832964021557799,0,0,0.26179938779914425,0,0
762,0.6859143960337715,0,0,0.26179938779915535,0,0
763,0.6885323899117629,0,0,0.26179938779914425,0,0
764,0.6911503837897545,0,0,0.26179938779915535,0,0
765,0.6937683776677459,0,0,0.26179938779914425,0,0
766,0.6963863715457375,0,0,0.26179938779915535,0,0
767,0.6990043654237289,0,0,0.26179938779914425,0,0
768,0.7016223593017205,0,0,0.26179938779915535,0,0
769,0.7042403531797119,0,0,0.26179938779914425,0,0
770,0.7068583470577035,0,0,0.26179938779915535,0,0
771,0.7094763409356949,0,0,0.26179938779914425,0,0
772,0.7120943348136863,0,0,0.26179938779914425,0,0
773,0.7147123286916779,0,0,0.26179938779915535,0,0
774,0.7173303225696693,0,0,0.26179938779914425,0,0
775,0.7199483164476609,0,0,0.26179938779915535,0,0
776,0.7225663103256523,0,0,0.26179938779914425,0,0
777,0.7251843042036439,0,0,0.26179938779915535,0,0
778,0.7278022980816353,0,0,0.26179938779914425,0,0
779,0.7304202919596269,0,0,0.26179938779915535,0,0
780,0.7330382858376183,0,0,0.26179938779914425,0,0
781,0.7356562797156099,0,0,0.26179938779915535,0,0
782,0.7382742735936013,0,0,0.26179938779914425,0,0
783,0.7408922674715929,0,0,0.26179938779915535,0,0
784,0.7435102613495843,0,0,0.26179938779914425,0,0
785,0.7461282552275758,0,0,0.26179938779914425,0,0
786,0.7487462491055673,0,0,0.26179938779915535,0,0
787,0.7513642429835587,0,0,0.26179938779914425,0,0
788,0.7539822368615503,0,0,0.26179938779915535,0,0
789,0.7566002307395417,0,0,0.26179938779914425,0,0
790,0.7592182246175333,0,0,0.26179938779915535,0,0
791,0.7618362184955247,0,0,0.26179938779914425,0,0
792,0.7644542123735163,0,0,0.26179938779915535,0,0
793,0.7670722062515077,0,0,0.26179938779914425,0,0
794,0.7696902001294993,0,0,0.26179938779915535,0,0
795,0.7723081940074907,0,0,0.26179938779914425,0,0
796,0.7749261878854823,0,0,0.26179938779915535,0,0
797,0.7775441817634737,0,0,0.26179938779914425,0,0
798,0.7801621756414653,0,0,0.26179938779915535,0,0
799,0.7827801695194567,0,0,0.26179938779914425,0,0
800,0.7853981633974482,0,0,0.26179938779914425,0,0
801,0.7827801695194567,0,0,-0.26179938779914425,0,0
802,0.7801621756414652,0,0,-0.26179938779915535,0,0
803,0.7775441817634737,0,0,-0.26179938779914425,0,0
804,0.7749261878854822,0,0,-0.26179938779915535,0,0
805,0.7723081940074907,0,0,-0.26179938779914425,0,0
806,0.7696902001294992,0,0,-0.26179938779915535,0,0
807,0.7670722062515077,0,0,-0.26179938779914425,0,0
808,0.7644542123735162,0,0,-0.26179938779915535,0,0
809,0.7618362184955247,0,0,-0.26179938779914425,0,0
810,0.7592182246175332,0,0,-0.26179938779915535,0,0
811,0.7566002307395417,0,0,-0.26179938779914425,0,0
812,0.7539822368615502,0,0,-0.26179938779915535,0,0
813,0.7513642429835587,0,0,-0.26179938779914425,0,0
814,0.7487462491055672,0,0,-0.26179938779915535,0,0
815,0.7461282552275758,0,0,-0.26179938779914425,0,0
816,0.7435102613495843,0,0,-0.26179938779914425,0,0
817,0.7408922674715928,0,0,-0.26179938779915535,0,0
818,0.7382742735936013,0,0,-0.26179938779914425,0,0
819,0.7356562797156098,0,0,-0.26179938779915535,0,0
820,0.7330382858376183,0,0,-0.26179938779914425,0,0
821,0.7304202919596268,0,0,-0.26179938779915535,0,0
822,0.7278022980816353,0,0,-0.26179938779914425,0,0
823,0.7251843042036438,0,0,-0.26179938779915535,0,0
824,0.7225663103256523,0,0,-0.26179938779914425,0,0
825,0.7199483164476608,0,0,-0.26179938779915535,0,0
826,0.7173303225696693,0,0,-0.26179938779914425,0,0
827,0.7147123286916779,0,0,-0.26179938779914425,0,0
828,0.7120943348136863,0,0,-0.26179938779915535,0,0
829,0.7094763409356948,0,0,-0.26179938779915535,0,0
830,0.7068583470577033,0,0,-0.26179938779914425,0,0
831,0.7042403531797119,0,0,-0.26179938779914425,0,0
832,0.7016223593017203,0,0,-0.26179938779915535,0,0
833,0.6990043654237289,0,0,-0.26179938779914425,0,0
834,0.6963863715457373,0,0,-0.26179938779915535,0,0
835,0.6937683776677459,0,0,-0.26179938779914425,0,0
836,0.6911503837897544,0,0,-0.26179938779915535,0,0
837,0.6885323899117629,0,0,-0.26179938779914425,0,0
838,0.6859143960337714,0,0,-0.26179938779915535,0,0
839,0.6832964021557799,0,0,-0.26179938779914425,0,0
840,0.6806784082777884,0,0,-0.26179938779915535,0,0
841,0.6780604143997969,0,0,-0.26179938779914425,0,0
842,0.6754424205218055,0,0,-0.26179938779914425,0,0
843,0.6728244266438139,0,0,-0.26179938779915535,0,0
844,0.6702064327658224,0,0,-0.26179938779915535,0,0
845,0.6675884388878309,0,0,-0.26179938779914425,0,0
846,0.6649704450098395,0,0,-0.26179938779914425,0,0
847,0.6623524511318479,0,0,-0.26179938779915535,0,0
848,0.6597344572538565,0,0,-0.26179938779914425,0,0
849,0.6571164633758649,0,0,-0.26179938779915535,0,0
850,0.6544984694978735,0,0,-0.26179938779914425,0,0
851,0.6518804756198819,0,0,-0.26179938779915535,0,0
852,0.6492624817418905,0,0,-0.26179938779914425,0,0
853,0.6466444878638989,0,0,-0.26179938779915535,0,0
854,0.6440264939859075,0,0,-0.26179938779914425,0,0
855,0.641408500107916,0,0,-0.26179938779915535,0,0
856,0.6387905062299245,0,0,-0.26179938779914425,0,0
857,0.6361725123519331,0,0,-0.26179938779914425,0,0
858,0.6335545184739415,0,0,-0.26179938779915535,0,0
859,0.63093652459595,0,0,-0.26179938779915535,0,0
860,0.6283185307179585,0,0,-0.26179938779914425,0,0
861,0.6257005368399671,0,0,-0.26179938779914425,0,0
862,0.6230825429619755,0,0,-0.26179938779915535,0,0
863,0.6204645490839841,0,0,-0.26179938779914425,0,0
864,0.6178465552059925,0,0,-0.26179938779915535,0,0
865,0.6152285613280011,0,0,-0.26179938779914425,0,0
866,0.6126105674500095,0,0,-0.26179938779915535,0,0
867,0.6099925735720181,0,0,-0.26179938779914425,0,0
868,0.6073745796940266,0,0,-0.26179938779914425,0,0
869,0.6047565858160351,0,0,-0.26179938779915535,0,0
870,0.6021385919380435,0,0,-0.26179938779915535,0,0
871,0.5995205980600521,0,0,-0.26179938779914425,0,0
872,0.5969026041820606,0,0,-0.26179938779914425,0,0
873,0.5942846103040691,0,0,-0.26179938779915535,0,0
874,0.5916666164260775,0,0,-0.26179938779915535,0,0
875,0.5890486225480861,0,0,-0.26179938779914425,0,0
876,0.5864306286700947,0,0,-0.26179938779914425,0,0
877,0.5838126347921031,0,0,-0.26179938779915535,0,0
878,0.5811946409141117,0,0,-0.26179938779914425,0,0
879,0.5785766470361201,0,0,-0.26179938779915535,0,0
880,0.5759586531581287,0,0,-0.26179938779914425,0,0
881,0.5733406592801371,0,0,-0.26179938779915535,0,0
882,0.5707226654021457,0,0,-0.26179938779914425,0,0
883,0.5681046715241542,0,0,-0.26179938779914425,0,0
884,0.5654866776461627,0,0,-0.26179938779915535,0,0
885,0.5628686837681711,0,0,-0.26179938779915535,0,0
886,0.5602506898901797,0,0,-0.26179938779914425,0,0
887,0.5576326960121882,0,0,-0.26179938779914425,0,0
888,0.5550147021341967,0,0,-0.26179938779915535,0,0
889,0.5523967082562052,0,0,-0.26179938779914425,0,0
890,0.5497787143782137,0,0,-0.26179938779915535,0,0
891,0.5471607205002222,0,0,-0.26179938779914425,0,0
892,0.5445427266222307,0,0,-0.26179938779915535,0,0
893,0.5419247327442392,0,0,-0.26179938779914425,0,0
894,0.5393067388662477,0,0,-0.26179938779915535,0,0
895,0.5366887449882562,0,0,-0.26179938779914425,0,0
896,0.5340707511102647,0,0,-0.26179938779915535,0,0
897,0.5314527572322733,0,0,-0.26179938779914425,0,0
898,0.5288347633542818,0,0,-0.26179938779914425,0,0
899,0.5262167694762903,0,0,-0.26179938779915535,0,0
900,0.5235987755982987,0,0,-0.26179938779915535,0,0
901,0.5209807817203073,0,0,-0.26179938779914425,0,0
902,0.5183627878423158,0,0,-0.26179938779914425,0,0
903,0.5157447939643243,0,0,-0.26179938779915535,0,0
904,0.5131268000863327,0,0,-0.26179938779915535,0,0
905,0.5105088062083413,0,0,-0.26179938779914425,0,0
906,0.5078908123303498,0,0,-0.26179938779914425,0,0
907,0.5052728184523583,0,0,-0.26179938779915535,0,0
908,0.5026548245743668,0,0,-0.26179938779914425,0,0
909,0.5000368306963754,0,0,-0.26179938779914425,0,0
910,0.49741883681838384,0,0,-0.26179938779915535,0,0
911,0.49480084294039234,0,0,-0.2617993877991498,0,0
912,0.49218284906240084,0,0,-0.2617993877991498,0,0
913,0.48956485518440934,0,0,-0.2617993877991498,0,0
914,0.48694686130641784,0,0,-0.2617993877991498,0,0
915,0.48432886742842635,0,0,-0.2617993877991498,0,0
916,0.48171087355043485,0,0,-0.2617993877991498,0,0
917,0.47909287967244335,0,0,-0.2617993877991498,0,0
918,0.47647488579445185,0,0,-0.2617993877991498,0,0
919,0.47385689191646035,0,0,-0.2617993877991498,0,0
920,0.47123889803846886,0,0,-0.2617993877991498,0,0
921,0.4686209041604774,0,0,-0.26179938779914425,0,0
922,0.4660029102824859,0,0,-0.2617993877991498,0,0
923,0.4633849164044944,0,0,-0.2617993877991498,0,0
924,0.4607669225265029,0,0,-0.2617993877991498,0,0
925,0.4581489286485114,0,0,-0.2617993877991498,0,0
926,0.4555309347705199,0,0,-0.2617993877991498,0,0
927,0.4529129408925284,0,0,-0.2617993877991498,0,0
928,0.45029494701453693,0,0,-0.2617993877991498,0,0
929,0.44767695313654543,0,0,-0.2617993877991498,0,0
930,0.44505895925855393,0,0,-0.2617993877991498,0,0
931,0.44244096538056243,0,0,-0.2617993877991498,0,0
932,0.43982297150257094,0,0,-0.2617993877991498,0,0
933,0.43720497762457944,0,0,-0.2617993877991498,0,0
934,0.43458698374658794,0,0,-0.2617993877991498,0,0
935,0.43196898986859644,0,0,-0.2617993877991498,0,0
936,0.429350995990605,0,0,-0.26179938779914425,0,0
937,0.4267330021126135,0,0,-0.2617993877991498,0,0
938,0.424115008234622,0,0,-0.2617993877991498,0,0
939,0.4214970143566305,0,0,-0.2617993877991498,0,0
940,0.418879020478639,0,0,-0.2617993877991498,0,0
941,0.4162610266006475,0,0,-0.2617993877991498,0,0
942,0.413643032722656,0,0,-0.2617993877991498,0,0
943,0.4110250388446645,0,0,-0.2617993877991498,0,0
944,0.408407044966673,0,0,-0.2617993877991498,0,0
945,0.4057890510886815,0,0,-0.2617993877991498,0,0
946,0.40317105721069,0,0,-0.2617993877991498,0,0
947,0.4005530633326985,0,0,-0.2617993877991498,0,0
948,0.397935069454707,0,0,-0.2617993877991498,0,0
949,0.3953170755767155,0,0,-0.2617993877991498,0,0
950,0.3926990816987241,0,0,-0.26179938779914425,0,0
951,0.3900810878207326,0,0,-0.2617993877991498,0,0
952,0.3874630939427411,0,0,-0.2617993877991498,0,0
953,0.3848451000647496,0,0,-0.2617993877991498,0,0
954,0.3822271061867581,0,0,-0.2617993877991498,0,0
955,0.3796091123087666,0,0,-0.2617993877991498,0,0
956,0.3769911184307751,0,0,-0.2617993877991498,0,0
957,0.3743731245527836,0,0,-0.2617993877991498,0,0
958,0.3717551306747921,0,0,-0.2617993877991498,0,0
959,0.3691371367968006,0,0,-0.2617993877991498,0,0
960,0.3665191429188091,0,0,-0.2617993877991498,0,0
961,0.3639011490408176,0,0,-0.2617993877991498,0,0
962,0.3612831551628261,0,0,-0.2617993877991498,0,0
963,0.3586651612848346,0,0,-0.2617993877991498,0,0
964,0.35604716740684317,0,0,-0.26179938779914425,0,0
965,0.35342917352885167,0,0,-0.2617993877991498,0,0
966,0.35081117965086017,0,0,-0.2617993877991498,0,0
967,0.3481931857728687,0,0,-0.2617993877991498,0,0
968,0.3455751918948772,0,0,-0.2617993877991498,0,0
969,0.3429571980168857,0,0,-0.2617993877991498,0,0
970,0.3403392041388942,0,0,-0.2617993877991498,0,0
971,0.3377212102609027,0,0,-0.2617993877991498,0,0
972,0.3351032163829112,0,0,-0.2617993877991498,0,0
973,0.3324852225049197,0,0,-0.2617993877991498,0,0
974,0.3298672286269282,0,0,-0.2617993877991498,0,0
975,0.3272492347489367,0,0,-0.2617993877991498,0,0
976,0.3246312408709452,0,0,-0.2617993877991498,0,0
977,0.3220132469929537,0,0,-0.2617993877991498,0,0
978,0.31939525311496225,0,0,-0.26179938779914425,0,0
979,0.31677725923697075,0,0,-0.2617993877991498,0,0
980,0.31415926535897926,0,0,-0.2617993877991498,0,0
981,0.31154127148098776,0,0,-0.2617993877991498,0,0
982,0.30892327760299626,0,0,-0.2617993877991498,0,0
983,0.30630528372500476,0,0,-0.2617993877991498,0,0
984,0.30368728984701326,0,0,-0.2617993877991498,0,0
985,0.30106929596902177,0,0,-0.2617993877991498,0,0
986,0.29845130209103027,0,0,-0.2617993877991498,0,0
987,0.29583330821303877,0,0,-0.2617993877991498,0,0
988,0.2932153143350473,0,0,-0.2617993877991498,0,0
989,0.2905973204570558,0,0,-0.2617993877991498,0,0
990,0.2879793265790643,0,0,-0.2617993877991498,0,0
991,0.2853613327010728,0,0,-0.2617993877991498,0,0
992,0.28274333882308134,0,0,-0.26179938779914425,0,0
993,0.2801253449450898,0,0,-0.26179938779915535,0,0
994,0.27750735106709834,0,0,-0.26179938779914425,0,0
995,0.2748893571891068,0,0,-0.26179938779915535,0,0
996,0.27227136331111534,0,0,-0.26179938779914425,0,0
997,0.2696533694331238,0,0,-0.26179938779915535,0,0
998,0.26703537555513235,0,0,-0.26179938779914425,0,0
999,0.2644173816771408,0,0,-0.26179938779915535,0,0
1000,0.26179938779914935,0,0,-0.26179938779914425,0,0
1001,0.2591813939211579,0,0,-0.26179938779914425,0,0
1002,0.25656340004316636,0,0,-0.26179938779915535,0,0
1003,0.2539454061651749,0,0,-0.26179938779914425,0,0
1004,0.25132741228718336,0,0,-0.26179938779915535,0,0
1005,0.24870941840919192,0,0,-0.26179938779914425,0,0
1006,0.24609142453120036,0,0,-0.26179938779915535,0,0
1007,0.24347343065320892,0,0,-0.26179938779914425,0,0
1008,0.24085543677521737,0,0,-0.26179938779915535,0,0
1009,0.23823744289722593,0,0,-0.26179938779914425,0,0
1010,0.23561944901923437,0,0,-0.26179938779915535,0,0
1011,0.23300145514124293,0,0,-0.26179938779914425,0,0
1012,0.23038346126325138,0,0,-0.26179938779915535,0,0
1013,0.22776546738525993,0,0,-0.26179938779914425,0,0
1014,0.2251474735072685,0,0,-0.26179938779914425,0,0
1015,0.22252947962927694,0,0,-0.26179938779915535,0,0
1016,0.2199114857512855,0,0,-0.26179938779914425,0,0
1017,0.21729349187329394,0,0,-0.26179938779915535,0,0
1018,0.2146754979953025,0,0,-0.26179938779914425,0,0
1019,0.21205750411731095,0,0,-0.26179938779915535,0,0
1020,0.2094395102393195,0,0,-0.26179938779914425,0,0
1021,0.20682151636132795,0,0,-0.26179938779915535,0,0
1022,0.2042035224833365,0,0,-0.26179938779914425,0,0
1023,0.20158552860534495,0,0,-0.26179938779915535,0,0
1024,0.1989675347273535,0,0,-0.26179938779914425,0,0
1025,0.19634954084936196,0,0,-0.26179938779915535,0,0
1026,0.19373154697137052,0,0,-0.26179938779914425,0,0
1027,0.19111355309337896,0,0,-0.26179938779915535,0,0
1028,0.18849555921538752,0,0,-0.26179938779914425,0,0
1029,0.18587756533739608,0,0,-0.26179938779914425,0,0
1030,0.18325957145940452,0,0,-0.26179938779915535,0,0
1031,0.18064157758141308,0,0,-0.26179938779914425,0,0
1032,0.17802358370342153,0,0,-0.26179938779915535,0,0
1033,0.17540558982543009,0,0,-0.26179938779914425,0,0
1034,0.17278759594743853,0,0,-0.26179938779915535,0,0
1035,0.1701696020694471,0,0,-0.26179938779914425,0,0
1036,0.16755160819145554,0,0,-0.26179938779915535,0,0
1037,0.1649336143134641,0,0,-0.26179938779914425,0,0
1038,0.16231562043547254,0,0,-0.26179938779915535,0,0
1039,0.1596976265574811,0,0,-0.26179938779914425,0,0
1040,0.15707963267948954,0,0,-0.26179938779915535,0,0
1041,0.1544616388014981,0,0,-0.26179938779914425,0,0
1042,0.15184364492350666,0,0,-0.26179938779914425,0,0
1043,0.1492256510455151,0,0,-0.26179938779915535,0,0
1044,0.14660765716752366,0,0,-0.26179938779914425,0,0
1045,0.1439896632895321,0,0,-0.26179938779915535,0,0
1046,0.14137166941154067,0,0,-0.26179938779914425,0,0
1047,0.13875367553354911,0,0,-0.26179938779915535,0,0
1048,0.13613568165555767,0,0,-0.26179938779914425,0,0
1049,0.13351768777756612,0,0,-0.26179938779915535,0,0
1050,0.13089969389957468,0,0,-0.26179938779914425,0,0
1051,0.12828170002158312,0,0,-0.26179938779915535,0,0
1052,0.12566370614359168,0,0,-0.26179938779914425,0,0
1053,0.12304571226560013,0,0,-0.26179938779915535,0,0
1054,0.12042771838760868,0,0,-0.26179938779914425,0,0
1055,0.11780972450961713,0,0,-0.26179938779915535,0,0
1056,0.11519173063162569,0,0,-0.26179938779914425,0,0
1057,0.11257373675363425,0,0,-0.26179938779914425,0,0
1058,0.10995574287564269,0,0,-0.26179938779915535,0,0
1059,0.10733774899765125,0,0,-0.26179938779914425,0,0
1060,0.1047197551196597,0,0,-0.26179938779915535,0,0
1061,0.10210176124166825,0,0,-0.26179938779914425,0,0
1062,0.0994837673636767,0,0,-0.26179938779915535,0,0
1063,0.09686577348568526,0,0,-0.26179938779914425,0,0
1064,0.0942477796076937,0,0,-0.26179938779915535,0,0
1065,0.09162978572970226,0,0,-0.26179938779914425,0,0
1066,0.08901179185171071,0,0,-0.26179938779915535,0,0
1067,0.08639379797371927,0,0,-0.26179938779914425,0,0
1068,0.08377580409572771,0,0,-0.26179938779915535,0,0
1069,0.08115781021773627,0,0,-0.26179938779914425,0,0
1070,0.07853981633974472,0,0,-0.26179938779915535,0,0
1071,0.07592182246175327,0,0,-0.26179938779914425,0,0
1072,0.07330382858376183,0,0,-0.26179938779914425,0,0
1073,0.07068583470577028,0,0,-0.26179938779915535,0,0
1074,0.06806784082777884,0,0,-0.26179938779914425,0,0
1075,0.06544984694978728,0,0,-0.26179938779915535,0,0
1076,0.06283185307179584,0,0,-0.26179938779914425,0,0
1077,0.06021385919380429,0,0,-0.26179938779915535,0,0
1078,0.057595865315812844,0,0,-0.26179938779914425,0,0
1079,0.05497787143782129,0,0,-0.26179938779915535,0,0
1080,0.05235987755982985,0,0,-0.26179938779914425,0,0
1081,0.049741883681838295,0,0,-0.26179938779915535,0,0
1082,0.04712388980384685,0,0,-0.26179938779914425,0,0
1083,0.0445058959258553,0,0,-0.26179938779915535,0,0
1084,0.041887902047863856,0,0,-0.26179938779914425,0,0
1085,0.039269908169872414,0,0,-0.26179938779914425,0,0
1086,0.03665191429188086,0,0,-0.26179938779915535,0,0
1087,0.03403392041388942,0,0,-0.26179938779914425,0,0
1088,0.031415926535897865,0,0,-0.26179938779915535,0,0
1089,0.028797932657906422,0,0,-0.26179938779914425,0,0
1090,0.02617993877991487,0,0,-0.26179938779915535,0,0
1091,0.023561944901923426,0,0,-0.26179938779914425,0,0
1092,0.020943951023931873,0,0,-0.26179938779915535,0,0
1093,0.01832595714594043,0,0,-0.26179938779914425,0,0
1094,0.015707963267948877,0,0,-0.26179938779915535,0,0
1095,0.013089969389957434,0,0,-0.26179938779914425,0,0
1096,0.01047197551196588,0,0,-0.26179938779915535,0,0
1097,0.007853981633974438,0,0,-0.26179938779914425,0,0
1098,0.005235987755982885,0,0,-0.26179938779915535,0,0
1099,0.0026179938779914425,0,0,-0.26179938779914425,0,0
1100,0.0,0,0,-0.26179938779914425,0,0
1101,0.0,-0.0017453292519943294,0,0,-0.17453292519943295,0
1102,0.0,-0.0034906585039886587,0,0,-0.17453292519943295,0
1103,0.0,-0.005235987755982988,0,0,-0.17453292519943295,0
1104,0.0,-0.0069813170079773175,0,0,-0.17453292519943295,0
1105,0.0,-0.008726646259971646,0,0,-0.17453292519943286,0
1106,0.0,-0.010471975511965976,0,0,-0.17453292519943303,0
1107,0.0,-0.012217304763960306,0,0,-0.17453292519943303,0
1108,0.0,-0.013962634015954635,0,0,-0.17453292519943286,0
1109,0.0,-0.015707963267948963,0,0,-0.17453292519943286,0
1110,0.0,-0.017453292519943292,0,0,-0.17453292519943286,0
1111,0.0,-0.019198621771937624,0,0,-0.1745329251994332,0
1112,0.0,-0.020943951023931952,0,0,-0.17453292519943286,0
1113,0.0,-0.02268928027592628,0,0,-0.17453292519943286,0
1114,0.0,-0.024434609527920613,0,0,-0.1745329251994332,0
1115,0.0,-0.02617993877991494,0,0,-0.17453292519943286,0
1116,0.0,-0.02792526803190927,0,0,-0.17453292519943286,0
1117,0.0,-0.0296705972839036,0,0,-0.17453292519943286,0
1118,0.0,-0.03141592653589793,0,0,-0.17453292519943286,0
1119,0.0,-0.03316125578789226,0,0,-0.1745329251994332,0
1120,0.0,-0.034906585039886584,0,0,-0.1745329251994325,0
1121,0.0,-0.036651914291880916,0,0,-0.1745329251994332,0
1122,0.0,-0.03839724354387525,0,0,-0.1745329251994332,0
1123,0.0,-0.04014257279586957,0,0,-0.1745329251994325,0
1124,0.0,-0.041887902047863905,0,0,-0.1745329251994332,0
1125,0.0,-0.04363323129985824,0,0,-0.1745329251994332,0
1126,0.0,-0.04537856055185256,0,0,-0.1745329251994325,0
1127,0.0,-0.047123889803846894,0,0,-0.1745329251994332,0
1128,0.0,-0.048869219055841226,0,0,-0.1745329251994332,0
1129,0.0,-0.05061454830783555,0,0,-0.1745329251994325,0
1130,0.0,-0.05235987755982988,0,0,-0.1745329251994332,0
1131,0.0,-0.05410520681182421,0,0,-0.1745329251994325,0
1132,0.0,-0.05585053606381854,0,0,-0.1745329251994332,0
1133,0.0,-0.05759586531581287,0,0,-0.1745329251994332,0
1134,0.0,-0.0593411945678072,0,0,-0.1745329251994325,0
1135,0.0,-0.06108652381980153,0,0,-0.1745329251994332,0
1136,0.0,-0.06283185307179585,0,0,-0.1745329251994325,0
1137,0.0,-0.06457718232379019,0,0,-0.1745329251994332,0
1138,0.0,-0.06632251157578452,0,0,-0.1745329251994332,0
1139,0.0,-0.06806784082777885,0,0,-0.1745329251994332,0
1140,0.0,-0.06981317007977317,0,0,-0.1745329251994318,0
1141,0.0,-0.0715584993317675,0,0,-0.1745329251994332,0
1142,0.0,-0.07330382858376183,0,0,-0.1745329251994332,0
1143,0.0,-0.07504915783575616,0,0,-0.1745329251994332,0
1144,0.0,-0.0767944870877505,0,0,-0.1745329251994332,0
1145,0.0,-0.07853981633974483,0,0,-0.1745329251994332,0
1146,0.0,-0.08028514559173915,0,0,-0.1745329251994318,0
1147,0.0,-0.08203047484373348,0,0,-0.1745329251994332,0
1148,0.0,-0.08377580409572781,0,0,-0.1745329251994332,0
1149,0.0,-0.08552113334772214,0,0,-0.1745329251994332,0
1150,0.0,-0.08726646259971647,0,0,-0.1745329251994332,0
1151,0.0,-0.08901179185171079,0,0,-0.1745329251994318,0
1152,0.0,-0.09075712110370512,0,0,-0.1745329251994332,0
1153,0.0,-0.09250245035569946,0,0,-0.1745329251994332,0
1154,0.0,-0.09424777960769379,0,0,-0.1745329251994332,0
1155,0.0,-0.09599310885968812,0,0,-0.1745329251994332,0
1156,0.0,-0.09773843811168245,0,0,-0.1745329251994332,0
1157,0.0,-0.09948376736367677,0,0,-0.1745329251994318,0
1158,0.0,-0.1012290966156711,0,0,-0.1745329251994332,0
1159,0.0,-0.10297442586766543,0,0,-0.1745329251994332,0
1160,0.0,-0.10471975511965977,0,0,-0.1745329251994332,0
1161,0.0,-0.1064650843716541,0,0,-0.1745329251994332,0
1162,0.0,-0.10821041362364842,0,0,-0.1745329251994318,0
1163,0.0,-0.10995574287564275,0,0,-0.1745329251994332,0
1164,0.0,-0.11170107212763708,0,0,-0.1745329251994332,0
1165,0.0,-0.11344640137963141,0,0,-0.1745329251994332,0
1166,0.0,-0.11519173063162574,0,0,-0.1745329251994332,0
1167,0.0,-0.11693705988362006,0,0,-0.1745329251994318,0
1168,0.0,-0.1186823891356144,0,0,-0.1745329251994332,0
1169,0.0,-0.12042771838760873,0,0,-0.1745329251994332,0
1170,0.0,-0.12217304763960306,0,0,-0.1745329251994332,0
1171,0.0,-0.12391837689159739,0,0,-0.1745329251994332,0
1172,0.0,-0.1256637061435917,0,0,-0.1745329251994318,0
1173,0.0,-0.12740903539558604,0,0,-0.1745329251994332,0
1174,0.0,-0.12915436464758037,0,0,-0.1745329251994332,0
1175,0.0,-0.1308996938995747,0,0,-0.1745329251994332,0
1176,0.0,-0.13264502315156904,0,0,-0.1745329251994332,0
1177,0.0,-0.13439035240356337,0,0,-0.1745329251994332,0
1178,0.0,-0.1361356816555577,0,0,-0.1745329251994332,0
1179,0.0,-0.13788101090755203,0,0,-0.1745329251994332,0
1180,0.0,-0.13962634015954634,0,0,-0.17453292519943042,0
1181,0.0,-0.14137166941154067,0,0,-0.1745329251994332,0
1182,0.0,-0.143116998663535,0,0,-0.1745329251994332,0
1183,0.0,-0.14486232791552933,0,0,-0.1745329251994332,0
1184,0.0,-0.14660765716752366,0,0,-0.1745329251994332,0
1185,0.0,-0.148352986419518,0,0,-0.1745329251994332,0
1186,0.0,-0.15009831567151233,0,0,-0.1745329251994332,0
1187,0.0,-0.15184364492350666,0,0,-0.1745329251994332,0
1188,0.0,-0.153588974175501,0,0,-0.1745329251994332,0
1189,0.0,-0.15533430342749532,0,0,-0.1745329251994332,0
1190,0.0,-0.15707963267948966,0,0,-0.1745329251994332,0
1191,0.0,-0.15882496193148396,0,0,-0.17453292519943042,0
1192,0.0,-0.1605702911834783,0,0,-0.1745329251994332,0
1193,0.0,-0.16231562043547262,0,0,-0.1745329251994332,0
1194,0.0,-0.16406094968746696,0,0,-0.1745329251994332,0
1195,0.0,-0.1658062789394613,0,0,-0.1745329251994332,0
1196,0.0,-0.16755160819145562,0,0,-0.1745329251994332,0
1197,0.0,-0.16929693744344995,0,0,-0.1745329251994332,0
1198,0.0,-0.17104226669544428,0,0,-0.1745329251994332,0
1199,0.0,-0.17278759594743862,0,0,-0.1745329251994332,0
1200,0.0,-0.17453292519943295,0,0,-0.1745329251994332,0
1201,0.0,-0.17627825445142728,0,0,-0.1745329251994332,0
1202,0.0,-0.17802358370342158,0,0,-0.17453292519943042,0
1203,0.0,-0.17976891295541592,0,0,-0.1745329251994332,0
1204,0.0,-0.18151424220741025,0,0,-0.1745329251994332,0
1205,0.0,-0.18325957145940458,0,0,-0.1745329251994332,0
1206,0.0,-0.1850049007113989,0,0,-0.1745329251994332,0
1207,0.0,-0.18675022996339324,0,0,-0.1745329251994332,0
1208,0.0,-0.18849555921538758,0,0,-0.1745329251994332,0
1209,0.0,-0.1902408884673819,0,0,-0.1745329251994332,0
1210,0.0,-0.19198621771937624,0,0,-0.1745329251994332,0
1211,0.0,-0.19373154697137057,0,0,-0.1745329251994332,0
1212,0.0,-0.1954768762233649,0,0,-0.1745329251994332,0
1213,0.0,-0.1972222054753592,0,0,-0.17453292519943042,0
